1,Quincy Acy,PF,24.0,NYK,68.0,1287.0,11.9,0.533,0.181,0.293,6.9,20.5,13.5,8.7,1.1,1.4,13.8,15.5,0.0,1.0,0.7,1.7,0.063,0.0,-2.1,-1.0,-3.1,-0.3,acyqu01
2,Jordan Adams,SG,20.0,MEM,30.0,248.0,12.8,0.489,0.291,0.267,4.2,8.7,6.4,10.1,3.4,2.3,12.7,20.4,0.0,0.0,0.4,0.4,0.073,0.0,-1.2,2.6,1.4,0.2,adamsjo01
3,Steven Adams,C,21.0,OKC,70.0,1771.0,14.1,0.549,0.005,0.514,12.2,19.3,15.8,5.5,1.1,3.8,16.8,14.3,0.0,1.9,2.2,4.1,0.111,0.0,-1.5,0.2,-1.3,0.3,adamsst01
4,Jeff Adrien,PF,28.0,MIN,17.0,215.0,14.2,0.494,0.0,0.864,11.9,29.6,20.5,10.5,0.9,3.3,12.9,14.3,0.0,0.2,0.2,0.4,0.087,0.0,-1.9,-0.6,-2.4,0.0,adrieje01
5,Arron Afflalo,SG,29.0,TOT,78.0,2502.0,10.7,0.533,0.377,0.224,1.1,9.7,5.3,8.2,0.8,0.2,10.7,19.0,0.0,1.6,1.0,2.6,0.05,0.0,-1.4,-1.1,-2.5,-0.3,afflaar01
6,Alexis Ajinça,C,26.0,NOP,68.0,957.0,19.9,0.595,0.0,0.301,12.4,25.0,18.7,8.2,1.2,4.0,15.6,21.1,0.0,1.9,1.2,3.2,0.159,0.0,-0.7,0.4,-0.3,0.4,ajincal01
7,Furkan Aldemir,PF,23.0,PHI,41.0,540.0,12.0,0.517,0.064,0.346,14.9,20.7,17.7,8.3,1.6,2.4,15.9,8.6,0.0,0.7,0.7,1.4,0.122,0.0,-3.9,0.4,-3.6,-0.2,aldemfu01
8,Cole Aldrich,C,26.0,NYK,61.0,976.0,18.1,0.513,0.0,0.213,11.6,28.9,20.0,13.3,2.0,5.5,15.2,18.3,0.0,0.8,1.4,2.2,0.107,0.0,-0.8,1.1,0.3,0.6,aldrico01
9,LaMarcus Aldridge,PF,29.0,POR,71.0,2512.0,22.8,0.528,0.074,0.256,7.7,22.9,15.5,9.2,1.0,1.9,7.2,30.2,0.0,4.9,3.7,8.6,0.165,0.0,3.2,-0.3,2.9,3.1,aldrila01
10,Lavoy Allen,C,25.0,IND,63.0,1070.0,14.9,0.493,0.0,0.157,12.8,20.5,16.7,10.9,0.7,3.1,11.1,15.2,0.0,1.3,1.6,2.8,0.127,0.0,-0.5,0.5,0.0,0.6,allenla01
