1,Quincy Acy,PF,22.0,TOR,29.0,342.0,15.9,0.632,0.027,0.507,10.3,16.6,13.4,5.2,2.0,3.5,15.6,14.7,0.0,0.7,0.4,1.1,0.157,0.0,-1.0,1.0,0.1,0.2,acyqu01
2,Jeff Adrien,PF,26.0,CHA,52.0,713.0,13.4,0.493,0.012,0.595,10.6,21.2,15.7,8.3,1.3,3.1,13.1,15.6,0.0,0.5,0.4,1.0,0.064,0.0,-2.1,-0.9,-3.0,-0.2,adrieje01
3,Arron Afflalo,SF,27.0,ORL,64.0,2307.0,13.0,0.527,0.265,0.246,1.4,10.3,5.8,14.6,0.9,0.4,12.1,22.5,0.0,1.5,0.5,2.0,0.042,0.0,-1.1,-1.8,-2.9,-0.5,afflaar01
4,Josh Akognon,PG,26.0,DAL,3.0,9.0,15.3,0.625,0.5,0.0,0.0,12.1,6.2,19.4,0.0,0.0,0.0,20.3,0.0,0.0,0.0,0.0,0.196,0.0,-3.1,0.1,-3.0,0.0,akognjo01
5,Cole Aldrich,C,24.0,TOT,45.0,388.0,11.1,0.563,0.0,0.25,8.7,26.7,17.7,3.4,0.7,4.6,20.6,12.7,0.0,0.1,0.4,0.6,0.07,0.0,-3.5,0.6,-2.9,-0.1,aldrico01
6,LaMarcus Aldridge,PF,27.0,POR,74.0,2790.0,20.4,0.53,0.011,0.264,7.2,20.9,14.0,13.0,1.2,2.5,8.9,26.5,0.0,4.8,2.3,7.2,0.124,0.0,1.7,-0.4,1.3,2.3,aldrila01
7,Lavoy Allen,C,23.0,PHI,79.0,1669.0,11.5,0.474,0.002,0.132,10.5,16.5,13.4,6.7,0.8,2.6,10.3,14.8,0.0,0.9,1.6,2.5,0.072,0.0,-3.0,-0.3,-3.3,-0.6,allenla01
8,Ray Allen*,SG,37.0,MIA,79.0,2035.0,14.7,0.599,0.51,0.243,2.6,10.1,6.6,10.2,1.7,0.6,12.5,19.3,0.0,3.4,1.9,5.4,0.126,0.0,1.1,-0.8,0.3,1.2,allenra02
9,Tony Allen,SG,31.0,MEM,79.0,2109.0,13.2,0.489,0.038,0.293,6.6,13.8,10.2,7.6,3.1,1.7,11.5,17.8,0.0,1.0,4.1,5.1,0.115,0.0,-2.0,2.4,0.4,1.2,allento01
10,Al-Farouq Aminu,SF,22.0,NOH,76.0,2066.0,13.7,0.519,0.04,0.289,7.9,26.2,16.9,7.8,2.4,2.1,17.8,14.6,0.0,0.7,2.4,3.1,0.073,0.0,-1.3,1.2,-0.1,1.0,aminual01
11,Lou Amundson,PF,30.0,TOT,39.0,372.0,9.3,0.392,0.0,0.444,14.7,18.7,16.7,4.5,2.3,2.6,16.4,14.2,0.0,-0.3,0.4,0.1,0.019,0.0,-4.2,0.0,-4.2,-0.2,amundlo01
12,Chris Andersen,C,34.0,MIA,42.0,624.0,17.4,0.631,0.024,0.756,11.9,21.5,17.0,4.0,1.4,5.8,12.8,14.4,0.0,1.6,1.1,2.7,0.207,0.0,-1.0,0.8,-0.2,0.3,anderch01
13,Alan Anderson,SF,30.0,TOR,65.0,1495.0,12.6,0.509,0.463,0.239,2.7,9.2,5.9,11.7,1.7,0.4,10.5,23.6,0.0,0.8,0.8,1.6,0.052,0.0,-0.5,-1.3,-1.8,0.1,anderal01
14,James Anderson,SG-SF,23.0,TOT,39.0,401.0,13.9,0.539,0.476,0.222,5.2,15.0,10.2,15.8,1.9,0.9,15.3,18.0,0.0,0.4,0.4,0.9,0.106,0.0,0.5,0.5,1.0,0.3,anderja01
15,Ryan Anderson,PF,24.0,NOH,81.0,2503.0,18.1,0.548,0.5,0.161,8.9,15.9,12.4,6.9,0.9,1.0,7.5,24.0,0.0,5.7,0.8,6.5,0.125,0.0,4.1,-2.1,2.0,2.5,anderry01
16,Carmelo Anthony,PF,28.0,NYK,67.0,2482.0,24.8,0.56,0.278,0.344,6.1,15.9,10.8,14.1,1.1,1.1,9.3,35.6,0.0,7.5,2.0,9.5,0.184,0.0,6.0,-1.7,4.3,3.9,anthoca01
17,Joel Anthony,C,30.0,MIA,62.0,566.0,10.4,0.542,0.0,0.412,10.4,14.4,12.5,3.1,1.2,6.1,21.5,8.6,0.0,0.4,0.8,1.2,0.1,0.0,-2.3,0.9,-1.3,0.1,anthojo01
18,Trevor Ariza,SF,27.0,WAS,56.0,1471.0,14.0,0.538,0.463,0.211,3.3,16.9,10.0,12.7,2.5,1.1,14.6,17.9,0.0,0.7,2.4,3.1,0.102,0.0,0.1,2.0,2.1,1.6,arizatr01
