135,Jae Crowder,PHO,10183800.0
136,Derrick Favors,OKC,10183800.0
137,Ivica Zubac,LAC,10123457.0
138,Reggie Bullock,DAL,10012800.0
139,Alec Burks,DET,10012800.0
140,Danny Green,MEM,10000000.0
141,Chet Holmgren,OKC,9891240.0
142,De'Andre Hunter,ATL,9835881.0
143,Larry Nance Jr.,NOP,9672727.0
144,James Wiseman,GSW,9603360.0
145,Landry Shamet,PHO,9598214.0
146,Malik Monk,SAC,9472219.0
147,Jalen Green,HOU,9441720.0
148,Jakob Poeltl,SAS,9398148.0
149,Dario Šarić,PHO,9240000.0
150,Nerlens Noel,DET,9240000.0
151,Royce O'Neale,BRK,9200000.0
152,Kemba Walker,DET,9165471.0
153,Monte Morris,WAS,9125000.0
154,Alex Caruso,CHI,9034884.0
155,Maxi Kleber,DAL,9000000.0
156,Darius Garland,CLE,8920795.0
157,Jabari Smith Jr.,HOU,8882640.0
158,Nicolas Batum,CHO,19700319.0
159,Kyle Anderson,MIN,8780488.0
160,Daniel Theis,IND,8694369.0
161,LaMelo Ball,CHO,8623920.0
162,Victor Oladipo,MIA,8563846.0
163,Mason Plumlee,CHO,8525000.0
164,Nic Claxton,BRK,8500000.0
165,Grayson Allen,MIL,8500000.0
166,Seth Curry,BRK,8496653.0
167,Evan Mobley,CLE,8478720.0
168,Gary Payton II,POR,8300000.0
169,De'Anthony Melton,PHI,8250000.0
170,JaMychal Green,OKC,8200000.0
171,Jarrett Culver,MEM,8109063.0
172,T.J. McConnell,IND,8100000.0
173,Keegan Murray,SAC,8008440.0
174,Kevon Looney,GSW,7870370.0
175,DeAndre Jordan,DET,10733758.0
176,Delon Wright,WAS,7804878.0
177,Isaiah Hartenstein,NYK,7804878.0
178,Patrick Williams,CHI,7775400.0
179,Taurean Prince,MIN,7692308.0
180,Scottie Barnes,TOR,7644600.0
181,Cedi Osman,CLE,7426088.0
182,Coby White,CHI,7413955.0
183,Zach Collins,SAS,7350000.0
184,Jaden Ivey,DET,7252200.0
185,Patty Mills,BRK,7073171.0
186,Jae'Sean Tate,HOU,7065217.0
187,Isaac Okoro,CLE,7040880.0
188,Jalen Suggs,ORL,6922320.0
189,Jaxson Hayes,NOP,6803012.0
190,Khem Birch,TOR,6667750.0
191,Bennedict Mathurin,IND,6586800.0
192,John Wall,LAC,47345760.0
193,Danilo Gallinari,BOS,16907880.0
194,Joe Ingles,MIL,6479000.0
195,Lonnie Walker IV,LAL,6479000.0
196,Bruce Brown,DEN,6479000.0
197,Onyeka Okongwu,ATL,6395160.0
198,Caleb Martin,MIA,6327160.0
199,Justin Holiday,ATL,6292440.0
200,Josh Giddey,OKC,6287400.0
201,Rui Hachimura,WAS,6263188.0
202,Rudy Gay,UTA,6184500.0
203,Shaedon Sharpe,POR,6012960.0
204,Cameron Payne,PHO,6000000.0
205,Otto Porter Jr.,TOR,6000000.0
206,Cam Reddish,NYK,5954454.0
207,Cameron Johnson,PHO,5887899.0
208,Ricky Rubio,CLE,5853659.0
209,Killian Hayes,DET,5837760.0
210,P.J. Washington,CHO,5808435.0
211,Jonathan Kuminga,GSW,5739960.0
212,Pat Connaughton,MIL,5728395.0
213,Tyler Herro,MIA,5722116.0
214,Romeo Langford,SAS,5634257.0
215,Dyson Daniels,NOP,5508600.0
216,JaVale McGee,DAL,5461219.0
217,Obi Toppin,NYK,5348280.0
218,Franz Wagner,ORL,5258280.0
219,Kendrick Nunn,LAL,5250000.0
220,Hamidou Diallo,DET,5200000.0
221,Garrett Temple,NOP,5155500.0
222,Cory Joseph,DET,5155000.0
223,Torrey Craig,PHO,5121951.0
224,Jeremy Sochan,SAS,5063520.0
225,David Nwaba,HOU,5022000.0
226,Nickeil Alexander-Walker,UTA,5009633.0
227,Furkan Korkmaz,PHI,5000000.0
228,Deni Avdija,WAS,4916160.0
229,Davion Mitchell,SAC,4833600.0
230,Johnny Davis,WAS,4810320.0
231,Goga Bitadze,IND,4765339.0
232,Ish Smith,DEN,4725000.0
233,Dewayne Dedmon,MIA,7566667.0
234,Jalen Smith,IND,4670160.0
235,Ziaire Williams,MEM,4591920.0
236,Ousmane Dieng,OKC,4569840.0
237,Maurice Harkless,ATL,4564980.0
238,Donte DiVincenzo,GSW,4500000.0
239,Jeff Green,DEN,4500000.0
240,Devin Vassell,SAS,4437000.0
241,Matisse Thybulle,PHI,4379527.0
242,James Bouknight,CHO,4362240.0
243,Brandon Clarke,MEM,4343920.0
244,Jalen Williams,OKC,4341480.0
245,Jarred Vanderbilt,UTA,4320000.0
246,Grant Williams,BOS,4306281.0
247,Darius Bazley,OKC,4264629.0
248,Ty Jerome,OKC,4220057.0
249,Tyrese Haliburton,IND,4215120.0
250,Nassir Little,POR,4171548.0
251,Joshua Primo,SAS,4144320.0
252,Jalen Duren,DET,4124280.0
253,Danuel House Jr.,PHI,4105000.0
254,Justise Winslow,POR,4097561.0
255,Dylan Windler,CLE,4037278.0
256,Kira Lewis Jr.,NOP,4004280.0
257,Terence Davis,SAC,4000000.0
258,George Hill,MIL,4000000.0
259,Chris Duarte,IND,3936960.0
260,Jevon Carter,BRK,6025000.0
261,Alex Len,SAC,3918600.0
262,Ochai Agbaji,CLE,3918360.0
263,Jordan Poole,GSW,3901399.0
264,Eric Bledsoe,POR,3900000.0
265,Keldon Johnson,SAS,3873025.0
266,Aaron Nesmith,IND,3804360.0
267,Moses Moody,GSW,3740160.0
268,Mark Williams,CHO,3722040.0
269,Cole Anthony,ORL,3613680.0
270,Corey Kispert,WAS,3552960.0
271,AJ Griffin,ATL,3536160.0
272,Boban Marjanović,HOU,3500000.0
273,Mike Muscala,OKC,3500000.0
274,Georges Niang,PHI,3465000.0
275,Chuma Okeke,ORL,3433320.0
276,Isaiah Stewart,DET,3433320.0
277,Amir Coffey,LAC,3395062.0
278,Alperen Şengün,HOU,3375480.0
279,Tari Eason,HOU,3359160.0
280,Trey Burke,HOU,3300000.0
281,Aleksej Pokusevski,OKC,3261480.0
282,Andre Drummond,CHI,3219512.0
283,Kevin Porter Jr.,HOU,3217631.0
284,Trey Murphy III,NOP,3206640.0
285,Dalen Terry,CHI,3191400.0
286,Derrick Jones Jr.,CHI,3173077.0
287,Frank Jackson,DET,3150000.0
288,Josh Green,DAL,3098400.0
289,Jake LaRavia,MEM,3047640.0
290,Tre Mann,OKC,3046200.0
291,Sterling Brown,HOU,3000000.0
292,Saddiq Bey,DET,2959080.0
293,Malaki Branham,SAS,2925600.0
294,Kai Jones,CHO,2909160.0
295,Bismack Biyombo,PHO,2905851.0
296,Wesley Matthews,MIL,2905851.0
297,DeAndre Jordan,DEN,10733758.0
298,Robin Lopez,CLE,2905851.0
299,Dewayne Dedmon,DET,7566667.0
300,Andrew Nicholson,POR,2844430.0
301,Precious Achiuwa,TOR,2840160.0
302,Christian Braun,DEN,2808600.0
303,Jalen Johnson,ATL,2792520.0
304,Tyrese Maxey,PHI,2726880.0
305,Walker Kessler,UTA,2696400.0
306,Keon Johnson,POR,2681040.0
307,T.J. Warren,BRK,2628597.0
308,Trey Lyles,SAC,2625000.0
309,Zeke Nnaji,DEN,2617800.0
310,David Roddy,MEM,2588640.0
311,Isaiah Jackson,IND,2573760.0
312,MarJon Beauchamp,MIL,2485200.0
313,Leandro Bolmaro,UTA,2471160.0
314,Usman Garuba,HOU,2471160.0
315,Raul Neto,CLE,2463490.0
316,Frank Kaminsky,ATL,2463490.0
317,Willy Hernangómez,NOP,2443581.0
318,R.J. Hampton,ORL,2412840.0
319,Blake Wesley,SAS,2385480.0
320,Josh Christopher,HOU,2372160.0
321,Stanley Johnson,LAL,2351521.0
